id,accession_number,accession_date,title,maker,medium,description,classification,creation_date_avg
26518,M.2009.15.4,2009-12-16,Helmet Mask,Makonde People,wood,"With slightly opened mounth, full and forward pointing beard and side coiffure areas, and brown pigment",WCMA-AFRICAN,0.0
26519,M.2009.15.5,2009-12-16,Funerary marker,"Bura, Niger",stone,"With long neck surmounted by a flat crescent-shaped head, and with carved eyes and linear detail",WCMA-AFRICAN,650.0
26520,M.2009.15.6,2009-12-16,Gelede Mask,Yoruba Cultural Group,"carved, incised and painted wood","With pierced eyes and perimeter holes, cheek scarifications, backswept linear carved coiffure, blue, red and white pigment, and a fine patina",WCMA-AFRICAN,1949.5
26521,M.2009.15.7,2009-12-16,Janus figure,Luba People,wood,"On a mounted base, with hands to the abdomens, body scarifications, narrow eyes, pigment, encrustation, and a fine patina",WCMA-AFRICAN,0.0
26522,M.2009.15.8,2009-12-16,Bateba Figure,Lobi People,wood,"Early style, on a mound base, with hands to the thighs, long neck, domed head, darkened surface, encrustation, and a very fine patina",WCMA-AFRICAN,0.0
26523,M.2009.15.9,2009-12-16,Staff with seated female and coiled snake,Nguni People,carved wood,"The shaft sculpted with a spiraling snake, surmounted by a seated female figure on a stool, and with a good patina",WCMA-AFRICAN,0.0
26524,M.2009.15.10,2009-12-16,Shaft,East African,carved wood,"The shaft sculpted with two male and female half figures, with hands to the front, surmounted by a loop grasp and with a fine patina",WCMA-AFRICAN,0.0
26525,M.2009.15.11,2009-12-16,Shaft,East African,carved wood,"The upper half sculpted with two heads and geometric design, surmounted by a geometric loop grasp, and with a good patina",WCMA-AFRICAN,0.0
26526,M.2009.15.12,2009-12-16,"Poro Society Dance Horse, ""Syon""",Senufo People,carved wood,"Stool In the form of a standing horse, with back as the seat, long tail and neck, and a very fine and rich patina",WCMA-AFRICAN,0.0
26527,M.2009.15.13,2009-12-16,Staff,African,carved wood,"Sculpted with the upper half of a male figure with his stretched arms above his head and held to the back of a globular grasp, with darkened surface and a fine patina",WCMA-AFRICAN,0.0
26529,M.2009.16.1,2009-12-16,Standing figure,Mumuye People,wood,,WCMA-AFRICAN,1935.0
26530,M.2009.16.2,2009-12-16,"Bush Cow Helmet Mask, Vabo Society",Mumuye People,carved wood,,WCMA-AFRICAN,0.0
26531,M.2009.16.3,2009-12-16,Asho Mask,Kaleri People,"wood, abrus seeds, composite material, adhesive",,WCMA-AFRICAN,0.0
26532,93.1.203,1993,Shawabtii,Egyptian,light green faience,,WCMA-ANCIENT,0.0
26533,93.1.204,1993,Shawabtii,Egyptian,blue faience,,WCMA-ANCIENT,0.0
26534,M.2009.17,2009-12-16,Fourteen Etchings,Terry Winters,prints,set of 14 prints,WCMA-PRINTS,1989.0
26558,A.12.26.1.AA,,Audio cd for Hearing (86.5),Robert Morris,cd,,EXH-Furniture,1972.0
26559,A.12.26.1.BB,,Audio cd for Hearing (86.5),Robert Morris,cd,,EXH-Furniture,1972.0
26560,A.12.26.2.AA,,Audio cd for Hearing (86.5),Robert Morris,cd,,EXH-Furniture,1972.0
26561,A.12.26.2.BB,,Audio cd for Hearing (86.5),Robert Morris,cd,,EXH-Furniture,1972.0
26562,A.12.26.3.BB,,Audio cd for Hearing (86.5),Robert Morris,cd,,EXH-Furniture,1972.0
26563,M.2009.7,2009-11-24,Obama Ready to Fly to the White and Black House,D. A. Jasper,oil on flour sack,unstretched,WCMA-PAINTING,2008.0
26564,M.2009.8,2009-11-24,Barack Obama Africa's Hope,Joe Mensah,oil on flour sack,unstretched,WCMA-PAINTING,0.0
26567,M.2009.18,2009-12-16,"Animal Locomotion, Plate 521",Eadweard Muybridge,collotype,self-portrait,WCMA-PHOTO,1887.0
26580,M.2009.14,2009-11-24,Luftwaffe: After Mondrian,Ian Hamilton Finlay,lithograph on paper,,WCMA-PRINTS,1976.0
26581,M.2010.2,2010-03-31,"Christ Crowned with Thorns (from ""The Passion"")",Martin Schongauer,engraving,,WCMA-PRINTS,1472.5
26584,93.1.12.H,1993-01-01,Jackal Amulet (?),Egyptian,stone,,WCMA-ANCIENT,0.0
26585,M.2009.17.A,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26586,M.2009.17.B,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26587,M.2009.17.C,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26588,M.2009.17.D,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26589,M.2009.17.E,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26590,M.2009.17.F,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26591,M.2009.17.G,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26592,M.2009.17.H,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26593,M.2009.17.I,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26594,M.2009.17.J,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26595,M.2009.17.K,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26596,M.2009.17.L,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26597,M.2009.17.M,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26598,M.2009.17.N,2009-12-16,"Untitled (from ""Fourteen Etchings"")",Terry Winters,hand-drawn Mylar gravure with various intaglio additions and photogravure printed in one color,set of 14 prints,WCMA-PRINTS,1989.0
26599,M.2009.20.1.A,2009-12-23,Untitled: nudes in a landscape,Arthur Bowen Davies,lithograph on paper,,WCMA-PRINTS,1905.0
26600,M.2009.20.1.B,2009-12-23,Untitled: nude with cityscape,Arthur Bowen Davies,lithograph on paper,,WCMA-PRINTS,1905.0
26601,M.2009.20.1.C,2009-12-23,Untitled: nude,Arthur Bowen Davies,lithograph on paper,,WCMA-PRINTS,1905.0
26602,M.2009.20.2,2009-12-23,Half-Figure Portrait of a Man,Michel Sweerts,etching on paper,,WCMA-PRINTS,1646.0
26603,M.2009.20.3,2009-12-23,Four Saints of the Benedictine Order,Giovanni Domenico Tiepolo,etching on paper,,WCMA-PRINTS,1770.5
26604,M.2009.20.4,2009-12-23,Farm to the Right of a River,Esaias van de Velde I,etching on paper,,WCMA-PRINTS,1615.0
26605,M.2009.20.5,2009-12-23,Jupiter and Mercury with Philemon and Baucis,Nicolaes Lauwers,engraving on paper,,WCMA-PRINTS,1639.0
26606,M.2009.20.6,2009-12-23,Achilles and the Daughters of Lycomedes,Nicolaes Ryckmans,engraving on paper,,WCMA-PRINTS,1620.5
26607,M.2009.20.7,2009-12-23,Achilles and the Daughters of Lycomedes,Cornelis Visscher,engraving on paper,,WCMA-PRINTS,1648.0
26608,M.2009.20.8,2009-12-23,St. Teresa Intercedes for Bernadin Mendozy,Schelte Adams Bolswert,engraving on paper,,WCMA-PRINTS,1620.0
26609,M.2009.20.9,2009-12-23,Christ Surrendering the Keys to St. Peter,Pieter de Jode I,engraving on paper,,WCMA-PRINTS,1620.0
26644,RC.17.79,1996,"New London Harbor, Connecticut",Francis Augustus Silva,oil on canvas,,WCMA Reserve Collection,1870.5
26646,M.2010.1,2010-03-31,"Escort Kama, Enugu, Nigeria",Pieter Hugo,digital C-print,,WCMA-PHOTO,2008.0
26648,TL.2010.17.1,,Academic Study of a Male Nude,Charles Dupont,conte crayon on off-white wove paper,,WCMA-DRAWING,1867.0
26654,TL.2010.17.7,,"Study for Female Figure in Le Bois Sacre or The Sacred Grove, Beloved of the Arts and the Muses (for the Musée des Beaux-Arts in Lyons, France)",Pierre Puvis De Chavannes,crayon with white highlights on yellow tracing paper,,WCMA-DRAWING,1884.0
26656,TL.2010.17.9,,"Study of Nudes (for the Ceiling of Le Théâtre Français, Paris)",Guillaume Dubufe,graphite and pastel on green paper,,WCMA-DRAWING,1885.0
26664,M.2012.24,2012-12-31,Garden with Ruins,Hubert Robert,red chalk on paper,,WCMA-DRAWING,1761.5
26671,TL.2010.17.23,,Doorways in a Street,Marcel Paul Maurice Stéphane Mangin,pastel on paper or canvas,,WCMA-DRAWING,1904.0
26672,TL.2010.17.24,,Studies of a Zouave,Isidore Pils,graphite and black chalk with white chalk highlights on yellow tracing paper,,WCMA-DRAWING,1860.0
26696,M.2010.3,2010-06-21,Untitled,Frederick Lane Sandback,color silkscreen on paper,,WCMA-PRINTS,1971.5
26697,M.2010.4.A,2010-06-21,"Fred Sandback: Sculpture; co-curated by Yale University Art Gallery and Contemporary Arts Museum, Houston",Frederick Lane Sandback,exhibition catalogue,,WCMA-DEC ARTS,1991.0
26698,M.2010.4.B,2010-06-21,Untitled (conceptual sketch),Frederick Lane Sandback,conte crayon on paper,,WCMA-DRAWING,1989.0
26699,M.2010.4.C,2010-06-21,Untitled (conceptual sketch),Frederick Lane Sandback,crayon over print on yellow trace paper,,WCMA-DRAWING,1989.0
26700,M.2010.4.D,2010-06-21,Untitled (conceptual sketch),Frederick Lane Sandback,pencil over print on yellow trace paper,,WCMA-DRAWING,1989.0
26701,M.2010.4.E,2010-06-21,Untitled (conceptual sketch),Frederick Lane Sandback,pencil and crayon on paper,,WCMA-DRAWING,1989.0
26702,M.2010.6.1,2010-06-21,Femme assise dans sa beignoire,Pierre Bonnard,color lithograph on paper,,WCMA-PRINTS,1942.0
26703,M.2010.6.2,2010-06-21,"Three Apples (from ""Pomme Endormie"")",Alberto Giacometti,lithograph on Japan paper,,WCMA-PRINTS,1961.0
26704,M.2010.6.3,2010-06-21,"Tete d'homme (from L'Atelier d'Alberto Giocametti"")",Alberto Giacometti,lithograph on paper,,WCMA-PRINTS,1957.0
26725,M.2008.15,2008-10-21,Bin Bin Lady: La Papaya (4 polaroids),Maria Magdalena Campos-Pons,Polaroid Polacolor,see also individual screens A-D,WCMA-PHOTO,2007.0
26727,M.2010.7.1,2010-06-30,Untitled sketch of a sculpture,Seymour Lipton,black conté crayon on paper,,WCMA-DRAWING,1959.0
26728,M.2010.7.2,2010-06-30,Untitled sketch of a sculpture,Seymour Lipton,black conté crayon on paper,,WCMA-DRAWING,1959.0
26729,M.2010.7.3,2010-06-30,Untitled sketch of a sculpture,Seymour Lipton,black conté crayon on paper,,WCMA-DRAWING,1952.0
26730,M.2010.7.4,2010-06-30,Untitled sketch of a sculpture,Seymour Lipton,black conté crayon on paper,,WCMA-DRAWING,1956.0
26731,M.2010.7.5,2010-06-30,Untitled sketch of a sculpture,Seymour Lipton,black conté crayon on paper,,WCMA-DRAWING,1959.0
26732,M.2010.7.6,2010-06-30,Untitled sketch of a sculpture,Seymour Lipton,black conté crayon on paper,,WCMA-DRAWING,1959.0
26733,M.2010.7.7,2010-06-30,Untitled sketch of a sculpture,Seymour Lipton,black conté crayon on paper,,WCMA-DRAWING,1959.0
26734,M.2010.7.8,2010-06-30,Untitled sketch of a sculpture,Seymour Lipton,black conté crayon on paper,,WCMA-DRAWING,1956.0
26735,M.2010.7.9,2010-06-30,Untitled sketch of a sculpture,Seymour Lipton,black conté crayon on paper,,WCMA-DRAWING,1959.0
26736,M.2010.7.10,2010-06-30,Untitled sketch of a sculpture,Seymour Lipton,black conté crayon on paper,,WCMA-DRAWING,1959.0
26803,M.2010.8,2010-06-30,Songs Without Words (Eartha Kitt),Joseph Grigely,pigment print,,WCMA-PHOTO,2009.0
26817,M.2010.5,2010-06-21,Brainscape 24,Susan Aldworth,etching and aquatint on paper,,WCMA-PRINTS,2006.0
26826,A.1.81,,Maurice Prendergast working in studio,,photograph,,WCMA-Prendergast,1901.0
26827,A.1.82,,"Charles Prendergast, ca. 1946",,black and white photograph,,WCMA-Prendergast,1946.0
26828,A.1.83,,"Charles Prendergast holding completed ""Hill Town""",,black and white photograph,,WCMA-Prendergast,1928.0
26829,A.1.84,,"Eugénie and Charles Prendergast at their house on Crooked Mile Road, Westport, CT",,black and white photograph,,WCMA-Prendergast,1939.0
26830,A.1.85,,Charles Prendergast  seated in his studio,,photograph,,WCMA-Prendergast,1901.0
26831,A.1.86,,"Maurice Prendergast, Sr. and Charles Prendergast standing in front of fence",,photograph,,WCMA-Prendergast,1899.0
26833,A.1.88,,Eugénie Van Kemmel  ( Prendergast),,photograph,black and white,WCMA-Prendergast,1914.5
26834,A.1.89,,Charles Prendergast in studio,Anonymous,black and white photograph,,WCMA-Prendergast,1918.0
26835,A.1.90,,"Maurice Prendergast, ca. 1917",,photograph,,WCMA-Prendergast,1917.0
26836,A.1.91,,Eugénie,Charles Hovey Pepper,illustrated poem on paper,black ink with colored sketches,WCMA-Prendergast,1927.0
26837,A.1.92,,Prendy,Charles Hovey Pepper,illustrated poem on paper,black ink with colored illustrations,WCMA-Prendergast,1927.0
26838,A.1.93,,Letter from Charles Prendergast to Eugénie Vankemmel (Prendergast),Charles Prendergast,ink on paper,2 sided letter,WCMA-Prendergast,1926.5
26839,A.1.94,,Letter from Charles Prendergast to Eugénie Van Kemmel (Prendergast),Charles Prendergast,ink on paper,Two sided letter,WCMA-Prendergast,1926.5
26840,A.1.95,,Letter from Charles Prendergast to Eugénie Van Kemmel (Prendergast),Charles Prendergast,ink on paper,Two sided letter,WCMA-Prendergast,1926.5
26841,A.1.96,,Letter from Charles Prendergast to Eugénie Van Kemmel (Prendergast),Charles Prendergast,ink on paper,Two sided letter,WCMA-Prendergast,1926.5
26843,A.1.97,,Matériaux et Documents d'Art Decoratif: Étoffes Byzantines.,Armand Guerinet,book,,WCMA-Prendergast,1922.0
26850,WP.63,1938,Portrait of Mrs. Clark Williams (Anna Plater),Adolf Felix Müller-Ury,oil on canvas,,WCMA-PAINTING,1906.0
26868,94.25.3.A,1994-12-22,"Table of etchings (from ""Le Chef-d'oeuvre inconnu"")",Honoré de Balzac,etching on paper (from unbound book),,WCMA-PRINTS,1931.0
26869,94.25.3.B.1,1994-12-22,"Sculptor Before his Sculpture, with Young Girl in a Turban and Sculpted Head, plate I, facing page 52 (from ""Le Chef-d'oeuvre inconnu"")",Pablo Picasso,etching on paper (from unbound book),,WCMA-PRINTS,1929.0
26870,94.25.3.B.2,1994-12-22,"Painter with Two Models Looking at a Canvas, plate II (from ""Le Chef-d'oeuvre inconnu"")",Pablo Picasso,etching on paper (from unbound book),,WCMA-PRINTS,1929.0
26871,94.25.3.B.3,1994-12-22,"Bull and Horse in the Arena, plate III (from ""Le Chef-d'oeuvre inconnu"")",Pablo Picasso,etching on paper (from unbound book),,WCMA-PRINTS,1930.0
26872,94.25.3.B.4,1994-12-22,"Painter and Model Knitting, plate IV (from ""Le Chef-d'oeuvre inconnu"")",Pablo Picasso,etching on paper (from unbound book),,WCMA-PRINTS,1929.0
26873,94.25.3.B.5,1994-12-22,"Sculptor with Sculpture and Other Works, plate V (from ""Le Chef-d'oeuvre inconnu"")",Pablo Picasso,etching on paper (from unbound book),,WCMA-PRINTS,1929.0
26874,94.25.3.B.6,1994-12-22,"Bald Painter Before his Easel, plate VI (from ""Le Chef-d'oeuvre inconnu"")",Pablo Picasso,etching on paper (from unbound book),,WCMA-PRINTS,1929.0
26875,94.25.3.B.7,1994-12-22,"Painter Picking up his Brush, with a Model in a Turban, plate VII, facing page 24 (from ""Le Chef-d'oeuvre inconnu"")",Pablo Picasso,etching on paper (from unbound book),,WCMA-PRINTS,1929.0
26876,94.25.3.B.8,1994-12-22,"Painter Working, Observed by Nude Model, plate VIII (from ""Le Chef-d'oeuvre inconnu"")",Pablo Picasso,etching on paper (from unbound book),,WCMA-PRINTS,1929.0
26877,94.25.3.B.9,1994-12-22,"Three Standing Nudes, With Sketches of Faces, plate IX (from ""Le Chef-d'oeuvre inconnu"")",Pablo Picasso,etching on paper (from unbound book),,WCMA-PRINTS,1929.0
26878,94.25.3.B.10,1994-12-22,"Seated Nude and Sketches (Horses, Bulls, Bullfighter..., plate X (from ""Le Chef-d'oeuvre inconnu"")",Pablo Picasso,etching on paper (from unbound book),,WCMA-PRINTS,1929.5
26879,94.25.3.B.11,1994-12-22,"Painter Before his Painting, plate XI (from ""Le Chef-d'oeuvre inconnu"")",Pablo Picasso,etching on paper (from unbound book),,WCMA-PRINTS,1929.0
26880,94.25.3.B.12,1994-12-22,"Painter Before his Easel, With a Long-Haired Model, plate XII (from ""Le Chef-d'oeuvre inconnu"")",Pablo Picasso,etching on paper (from unbound book),,WCMA-PRINTS,1929.0
26882,M.2010.9,2010-11-01,Qur'an,"Unknown, Ottoman",illuminated pages,,WCMA-EASTERN,1814.5
26883,A.29.1,,"Facsimile of ""Gilbert"" polaroid (Accn # M.2008.2.87)",Andy Warhol,digital photograph of Polaroid Polacolor Type 108,,EXH-Furniture,2010.0
26884,A.29.2,,"Facsimile of ""George"" polaroid (Accn # M.2008.2.88)",Andy Warhol,digital photograph of Polaroid Polacolor Type 108,original polaroid is Accn # M.2008.2.88,EXH-Furniture,2010.0
26885,M.2006.2.10.B,2006-06-30,Page from a spiritual manual for meditation exercises,Indian,opaque watercolor on paper,"subject terms: meditation, chakra, guru",WCMA-EASTERN,1862.5
26886,M.2006.2.10.C,2006-06-30,One of three works on paper from a book depicting a ram,Indian,gouache on paper,,WCMA-EASTERN,1862.5
26889,M.2011.1,2011-03-10,Interventions,William Lamson,archival digital photograph,,WCMA-PHOTO,2007.5
26890,M.2010.11,2010-11-01,Number 19,Danny Perkins,hot sculpted glass,"First clear glass is blown then cooled to room temperature in an annealing oven. Artist then uses a diamond scribe and a torch to fracture piece apart and then sandblasts it to create the soft matte texture. Lastly, pieces are painted with oils and reassembled into the sculpture.",WCMA-SCULPTURE,2010.0
26891,M.2010.12,2010-11-01,Shifted Entities II,Jon Kuhn,optical crystal,"The artist works in cold glass that is cut, polished, and fused into a myriad of shapes from the inside out.  The result is a cube sculpture that takes in surrounding light, then reflects and refracts it back into space much like a fine diamond.",WCMA-SCULPTURE,2010.0
26892,M.2010.13.A,2010-11-01,"no world (from ""An Unpeopled Land in Uncharted Waters"")",Kara Walker,"etching with aquatint, sugar-lift, spit-bite and dry-point on paper",,WCMA-PRINTS,2010.0
26893,M.2010.13.B,2010-11-01,"beacon (after R.G.) (from ""An Unpeopled Land in Uncharted Waters"")",Kara Walker,"etching with aquatint, sugar-lift, spit-bite and dry-point on paper",,WCMA-PRINTS,2010.0
26894,M.2010.13.C,2010-11-01,"savant (from ""An Unpeopled Land in Uncharted Waters"")",Kara Walker,"etching with aquatint, sugar-lift, spit-bite and dry-point on paper",,WCMA-PRINTS,2010.0
26895,M.2010.13.D,2010-11-01,"the secret sharerer (from ""An Unpeopled Land in Uncharted Waters"")",Kara Walker,"etching with aquatint, sugar-lift, spit-bite and dry-point on paper",,WCMA-PRINTS,2010.0
26896,M.2010.13.E,2010-11-01,"buoy (from ""An Unpeopled Land in Uncharted Waters"")",Kara Walker,"etching with aquatint, sugar-lift, spit-bite and dry-point on paper",,WCMA-PRINTS,2010.0
26897,M.2010.13.F,2010-11-01,"dread (from ""An Unpeopled Land in Uncharted Waters"")",Kara Walker,"etching with aquatint, sugar-lift, spit-bite and dry-point on paper",,WCMA-PRINTS,2010.0
26899,M.2010.14.1,2010-12-20,Face with Watch,Jasper Johns,etching and aquatint on paper,,WCMA-PRINTS,1996.0
26900,M.2010.14.2,2010-12-20,Red Roller,Michael Mazur,"color monoprint with etching, aquatint and monotype on paper",,WCMA-PRINTS,1982.0
26905,A.1.195,,Keinen Kacho Gafu [Bird and Flower Albums by Keinen]: Summer,Imao Keinen,book of color woodblock prints,"Collection of Japanese bird and plant portraits illustrating different birds in carefully selected summer settings. Watercolor blotches and pencil sketches by Maurice and/or Charles Prendergast appear throughout the album. Blocks were carved by Tanaka Jirokichi after designs by Keinen, then printed by Miki Jinzaburo and Tanaka Harubel",WCMA-Prendergast,1891.0
